date,tweet,likes_count,sentiment
2022-02-02,This is twice the area of our standard phased array with broader scan angle,23903,positive
2022-02-02,@Erdayastronaut Thanks for letting me know. Will be fixed soon.,6925,positive
2022-02-02,@russ1mitchell Thanks for the deep belly laugh 🤣🤣,7723,positive
2022-02-02,Starlink high performance antenna  https://t.co/83kIQSNV3l,51557,negative
2022-02-02,"@NoahWebb_ @WholeMarsBlog @tkrisher Will begin limited rollout to Canada this month. Safety is paramount, so we have to confirm no significant issues, given slightly different road rules.",3794,positive
2022-02-02,"@WholeMarsBlog @tkrisher He’s actually a lobbyist, not a journalist. There are many who pose as the latter while behaving like the former. No integrity.  Indeed, there were no safety issues. The car simply slowed to ~2 mph &amp; continued forward if clear view with no cars or pedestrians.",5250,positive
2022-02-01,@TeslaOwnersUK Yes,6023,positive
2022-02-01,@ClumsyWinks @Halo Same,1429,positive
2022-02-01,@archillect Dragon hover test,13013,positive
2022-02-01,@Erdayastronaut Will upload some videos tomorrow,21381,positive
2022-02-01,@Halo Harbinger battle on L is tough,6742,positive
2022-02-01,"@WholeMarsBlog Tesla is as much a software company as it is a hardware company, both in car and in factory. This is not widely understood.",9177,negative
2022-02-01,"@WholeMarsBlog Tesla has great respect for software engineering, they do not",6097,positive
2022-02-01,@GerberKawasaki @Tesla @joerogan …,4937,positive
2022-02-01,"@SpaceX 16 story tall rocket, traveling several times faster than a bullet, backflips &amp; fires engines to return to launch site",50526,positive
2022-02-01,Denmark just ended Covid restrictions   https://t.co/tg12nar2CJ,193485,negative
2022-02-01,@TheBabylonBee 🤣🤣,12629,positive
2022-01-31,"@GailAlfarATX They’ve been writing bogus articles about Tesla (and me) for years. In the end, it is their own credibility that suffers.",7635,positive
2022-01-31,@lexfridman  https://t.co/HTxJtqvZCd,50158,positive
2022-01-31,"@heydave7 Dave, I know you’re a fan, but this is a silly question. I don’t drive programs because I want to, but because I have to.",10680,positive
2022-01-31, https://t.co/dFwIuBVcD0,204351,positive
2022-01-31,Halo Infinite campaign is good,265388,negative
2022-01-31,"@heydave7 I’m driving this program personally, as is the case for almost all new programs",17181,positive
2022-01-31,@WSJ  https://t.co/TowWorRqW9,37630,positive
2022-01-31,"For reasons unknown, @potus is unable to say the word “Tesla”",98484,negative
2022-01-30,"@aginnt If the government had the mandate of the people, there would be a significant counter-protest. There is not, therefore they do not.",22630,negative
2022-01-30,@GailAlfarATX @POTUS @Tesla @JohnnaCrider1 @SawyerMerritt @WholeMarsBlog @teslaownersSV @TeslaOwnersEBay @Kristennetten @live_munro @BillyM2k @Grimezsz 🔥🔥,9237,positive
2022-01-30,@WSJ How many gene sequence changes to Covid-19 before it isn’t “Covid-19” anymore? OG Covid-19 ended a long time ago.,18015,negative
2022-01-30,@aginnt Protesting in a Canadian winter shows real commitment!,29420,negative
2022-01-30,@aginnt It would appear that the so-called “fringe minority” is actually the government,80305,negative
2022-01-30,So many Hitlers!  https://t.co/52sUuPcB93,255977,positive
2022-01-30,@EuropeSpace360 @ArianeGroup A step in the right direction,4157,positive
2022-01-30,@CNBCClosingBell @SaraEisen @BrianDeeseNEC Great interviewer!,12844,positive
2022-01-30, https://t.co/QEwmhecTmE,324341,positive
2022-01-30,"@Liv_Boeree If Canadian government is suppressing peaceful protests, that‘s where fascism lies &amp; cartoonist is just a shill  https://t.co/hcV7Akn0Jt",7323,negative
2022-01-30,@WholeMarsBlog Yup,6335,positive
2022-01-30, https://t.co/wTIHLyVkYw,398543,positive
2022-01-30,"@WholeMarsBlog Now that the big automotive advertisers are making EVs, you will see far fewer articles about EVs catching on fire.   It is not surprising that internal combustion engine cars have a tendency to combust externally too.",17183,positive
2022-01-30,Just rewatched True Romance ♥️,113421,negative
2022-01-30,@karpathy The ratio of machine to human compute skyrockets,8337,positive
2022-01-30,@heydave7 True,7216,positive
2022-01-29,@jordanbpeterson Voters should call their elected politicians now to make it clear how they feel,17609,negative
2022-01-29,Lie back and think of Mars,207389,positive
2022-01-29,@PPathole @SpaceX We need serious tonnage to Mars,9916,negative
2022-01-29, https://t.co/ryK36jvxNx,221559,positive
2022-01-29,The Universe is a Hydrogen Sonata,126733,positive
2022-01-29,@Austen There are many faux 🦄,9760,positive
2022-01-29,@SawyerMerritt It has been a very long road,12784,positive
2022-01-29,@DineshDSouza Interesting ideas,69660,positive
2022-01-29,@Teslaconomics @stevenmarkryan There will only be EVs in the future,6122,positive
2022-01-28,@Tesmanian_com Excited for future of solar at Tesla!,13636,positive
2022-01-28,@stevenmarkryan Tesla will support FSD licensing by other manufacturers,6738,positive
2022-01-28,"Disney in the streets, Euphoria in the sheets   https://t.co/BPf9Bh23mv",46813,negative
2022-01-28,@archillect I have one,37932,positive
2022-01-28,"@stevenmarkryan Given how hard insanely FSD is, I think it may take 5 years or more before any company besides Tesla solves it",9668,positive
2022-01-28,@StockSwingAlert @cybrtrkguy I have a feeling that the gerrymandering will not work as well as they think,12178,negative
2022-01-28,And in the darkness bind them,204497,positive
2022-01-28,"@guper777 Honestly, I would let the border regions vote. Let the people there actually decide.",4884,positive
2022-01-28,@cybrtrkguy Vote them out,72733,positive
2022-01-28,"If you scare people enough, they will demand removal of freedom. This is the path to tyranny.",565991,negative
2022-01-28,Seems odd that the UN still hasn’t released 2020 world death rates,274586,negative
2022-01-28,@jayvasdigital Freedom is being stripped away one piece at a time until it is gone,66517,negative
2022-01-28,"@LimitingThe @baglino Manganese also requires less lithium, as it operates at higher voltage",2619,positive
2022-01-28,@LimitingThe @baglino Just that manganese is an alternative to iron &amp; phosphorus for scaling cathode production to several TWh/year,3297,positive
2022-01-28,@incentives101 @ICRicardoLara Exactly,4426,positive
2022-01-28,@ICRicardoLara Your policies are directly responsible for the outrageously high insurance premiums paid by Californians,6407,negative
2022-01-28,@ICRicardoLara You should be voted out of office,7360,positive
2022-01-28,CB radios are free from govt/media control,119433,positive
2022-01-28,@RenataKonkoly @POTUS 🤣,7845,positive
2022-01-28,@EmmetPeppers Exactly,8685,positive
2022-01-27,@MemesOfMars @disclosetv 👍,4905,positive
2022-01-27,@PeterAttiaMD 💯,4163,positive
2022-01-27,@disclosetv I am in awe of Sweden,11334,negative
2022-01-27,Canadian truckers rule,441322,negative
2022-01-27,@kimpaquette Biden is treating the American public like fools,33753,negative
2022-01-27,@dogeofficialceo @EvaFoxU @POTUS 🤣,10052,positive
2022-01-27,@EvaFoxU @POTUS Biden is a damp 🧦 puppet in human form,56748,positive
2022-01-27,@PPathole I might have made it too pointy!,5055,positive
2022-01-27,@POTUS Starts with a T Ends with an A ESL in the middle,87018,negative
2022-01-27,Je m’aple syrup,162184,negative
2022-01-27,"@WholeMarsBlog They’re being driven around in limousines, so they can’t grok it",9429,negative
2022-01-27,"@TashaARK Sounds about right for autonomous cars.  Optimus will greatly exceed this. The economy will be as big as people want it to be.   There will be no scarcity, except that which is artificially created.",5273,positive
2022-01-27,@Gfilche @Tesla ♥️,18731,positive
2022-01-26,@WholeMarsBlog They appear to have some room for improvement,20072,positive
2022-01-26,@wonderofscience  https://t.co/qFc6vxeFFl,5246,positive
2022-01-26,@karpathy 💯,7548,positive
2022-01-26,@alex_avoigt 🤣,10133,positive
2022-01-26,Been driving latest Cybertruck prototype around Giga Texas. It’s awesome!,228606,positive
2022-01-26,@GailAlfarATX I have trouble understanding any other motivations tbh,6630,negative
2022-01-25,@BillyM2k Nice,17106,positive
2022-01-25,@BillyM2k It’s like he could see the future!,20194,positive
2022-01-25, https://t.co/iLfCWdi0Lb,496407,positive
2022-01-25,I will eat a happy meal on tv if @McDonalds accepts Dogecoin,422490,positive
2022-01-25,@MarcusHouse @technology This is a matter of much internal debate,3502,positive
2022-01-25,@technology Our biggest limitation with Fremont is convincing enough associates to build cars when they have so many other job opportunities in the Bay Area!   Thanks again Tesla team for doing the hard work of building real products that people love ♥️,4375,positive
2022-01-25, https://t.co/ReDlSVLcl7,390517,positive
2022-01-25, https://t.co/gT0jq8Z6iH,283161,positive
2022-01-25,@skorusARK I sense a trend,19478,positive
2022-01-21,@business Great wisdom,8297,positive
2022-01-21,Twitter is spending engineering resources on this bs while crypto scammers are throwing a spambot block party in every thread!?,149072,negative
2022-01-21,@NutaIie 🤣,11151,positive
2022-01-21,This is annoying  https://t.co/KAkDl29CTX,220564,negative
2022-01-21,"@WholeMarsBlog @Reuters This is a hard thing for us to do right now, as we don’t have enough satellites with laser links and there are already geo sats that serve the Tonga region. That is why I’m asking for clear confirmation.",7532,positive
2022-01-21,"@matthew_kerle @WholeMarsBlog @CodingMark Yeah, this saves a whole tap. Just swipe down for auto navigate.",2185,positive
2022-01-21,@Reuters Could people from Tonga let us know if it is important for SpaceX to send over Starlink terminals?,27494,positive
2022-01-21,@thetweethaver wtf,5687,negative
2022-01-21,@teslaownersSV An SUV that is faster than a Formula 1 race car  https://t.co/43YJpFDGpf,6717,positive
2022-01-21,@Rainmaker1973 @supriyasahuias Baby X is just like this haha,19027,positive
2022-01-21,@Nitzao @bevedoni Most people have no idea,4715,positive
2022-01-20,@BLKMDL3 Yeah,22083,positive
2022-01-20,Maybe something like this  https://t.co/PUBLdaewt8,88384,positive
2022-01-20, https://t.co/rTlxHR4zi1,329909,positive
2022-01-20,Frank &amp; Beans  https://t.co/xJfuW6HKs4,69209,negative
2022-01-20,@blueskykites @Grimezsz @WholeMarsBlog @SpaceXMR @musky_meme @CovelloMassimo @SpaceX @Kristennetten @EliBurton_ @Erdayastronaut @28delayslater @TeslaAndDoge @bevedoni @TeslaHype @OwenSparks_ @RationalEtienne It’s true – I do think a lot about rocket engine chamber pressure ahaha,17798,positive
2022-01-19,@hiromichimizuno Same,6327,positive
2022-01-19,@sdteslaowners @Alandbru Ok,3090,positive
2022-01-19,@nichegamer But is he playing it on Legendary difficulty?,8471,negative
2022-01-19,@stevenmarkryan Will do our best. Decentralized control of the robots will be critical.,7080,positive
2022-01-19,@WholeMarsBlog @RealDanODowd Sheer luck,5241,positive
2022-01-19,@AdamSinger I hear versions of this often irl,3327,negative
2022-01-19,"Tesla AI might play a role in AGI, given that it trains against the outside world, especially with the advent of Optimus",88469,positive
2022-01-19, https://t.co/n2ivCG4E8b,176498,positive
2022-01-19,Believe in the future!,376685,positive
2022-01-19,Back to the moon soon,111677,positive
2022-01-19, https://t.co/vltBvTXExY,273874,positive
2022-01-19,@SpaceX Another 49 Starlinks reach orbit,22322,negative
2022-01-19,@PPathole @Tesla I was just there. Good progress!,5149,positive
2022-01-19,@tesla_raj People do not yet understand how valuable an autonomous vehicle will be,11087,negative
2022-01-19,@nichegamer  https://t.co/mzY5LICG8r,1759,positive
2022-01-19,"@nichegamer Last year, Japan had ~800k births &amp; life expectancy is 85 years (impressively high!), implying future population of only 68M, dropping almost half from current population of 126M.  That’s a lot of ghost towns &amp; cities.",7560,positive
2022-01-19,@jhall Tragic case of ego/ability&gt;&gt;1,2372,positive
2022-01-18, https://t.co/OE5bjbf6Gq,26954,positive
2022-01-18, https://t.co/xMaVipUuYf,25237,positive
2022-01-18,"If there aren’t enough people for Earth, then there definitely won’t be enough for Mars ☹️",57330,positive
2022-01-18,@sweetsinner3 Trying to set a good example 😀,14195,positive
2022-01-18,@lukemiler Exactly,4160,positive
2022-01-18,"UN projections are utter nonsense. Just multiply last year’s births by life expectancy. Given downward trend in birth rate, that is best case unless reversed.",43041,positive
2022-01-18,We should be much more worried about population collapse,196329,positive
2022-01-18,@Rainmaker1973 I see where Frank Herbert got some of his ideas,7015,positive
2022-01-18,@heydave7 🤣,4017,positive
2022-01-18,@WholeMarsBlog Yup,2911,positive
2022-01-18,@BillyM2k Honestly I woulda clicked it,8342,positive
2022-01-18,"@teslaownersSV Spatial &amp; temporal memory are improving, so there will be less flicker",11258,positive
2022-01-18,"@SawyerMerritt Yeah, unfortunately this is becoming a security issue",11995,negative
2022-01-18,"@PPathole Cool, we’re both born 69 days after 4/20 haha",35831,positive
2022-01-18,"@DriveTeslaca I obv can’t comment on every rumor, but this isn’t true. Am headed to Berlin mid Feb, not this week.",8501,positive
2022-01-18,@teslaownersSV Pretty wild,17002,positive
2022-01-18,@BillyM2k The most entertaining outcome is the most likely,22642,negative
2022-01-17,@pmarca Accurate video 🤣,3865,negative
2022-01-17,@WholeMarsBlog 10.9 going out later this week,3782,positive
2022-01-17,@WholeMarsBlog Indeed 🧐,9287,positive
2022-01-17,@pervocracy 🤣👍,8255,positive
2022-01-17,@BillyM2k Yeah,15280,positive
2022-01-17,@NoahWebb_ We will start rolling out FSD beta in Canada cautiously in next 2 to 4 weeks,7322,negative
2022-01-17,😅,70707,positive
2022-01-17,Good thing I never tweet anything controversial  https://t.co/T7sD1q1hvd,260341,positive
2022-01-17,@heydave7 @RealDanODowd @nytimes @Tesla @RealDawnProject Green Hills software is a pile of trash. Linux ftw.,9521,negative
2022-01-17,It is heartening to see the rise of individualist vs corporate media  https://t.co/7w9WDHhO3o,331899,positive
2022-01-17,"@lexfridman In theory, it saves landing leg mass &amp; enables immediate reflight of an otherwise unwieldy, giant rocket",7364,positive
2022-01-17,@GerberKawasaki Correct,12526,positive
2022-01-16,@TheHorrorMaster Good campaign,22961,positive
2022-01-16,@archillect There sure are a lot of interesting ways to arrange pixels,10650,positive
2022-01-16,@archillect AI in a box that is a hall of mirrors from the inside,11982,positive
2022-01-16,@WorldAndScience Civilization is only ~5000 years old  https://t.co/SMHYvKvr3D,6939,positive
2022-01-16,So informative  https://t.co/rTktvhYukK,247354,positive
2022-01-16,"@Rainmaker1973 There is a 💯 chance of *all* species extinction due to expansion of the sun, unless humanity makes life multiplanetary",8608,negative
2022-01-16,@clarkmoody  https://t.co/siHLbpx4Ua,6781,positive
2022-01-16,@DriveTeslaca @Tesla Firmware fix to recalibrate heat pump expansion valve is rolling out now,5033,positive
2022-01-16,@DriveTeslaca @Tesla Fixing this is a high priority,7852,positive
2022-01-16, https://t.co/6qGivJoQf0,200424,positive
2022-01-15,1469 Starlink satellites active 272 moving to operational orbits Laser links activate soon,145423,positive
2022-01-15,@SawyerMerritt @Tesla Big difference,14951,positive
2022-01-15,🔝,194441,positive
2022-01-15,@BillyM2k Birds are a myth,30302,positive
2022-01-14,@Rainmaker1973 😮,10583,positive
2022-01-14,Tesla merch buyable with Dogecoin,332825,negative
2022-01-14,"@cleantechnica Yeah, doesn’t make sense",8226,positive
2022-01-14,@Teslarati @ResidentSponge Almost all input is error. Car should do the right thing automatically.,9527,negative
2022-01-14,@askerlee @giffmana Dojo,4686,positive
2022-01-13,@Rainmaker1973 Yup,3197,positive
2022-01-13,@wintonARK Turns out … yes,3334,positive
2022-01-13,@PPathole @Tesla Still working through a lot of challenges with the government,34821,negative
2022-01-12,@Model3Owners Great explanation!,3071,positive
2022-01-12,@engineers_feed He was truly exceptional,12564,negative
2022-01-12,Bizarre anti-environment move by govt of California,70307,positive
2022-01-12,"@vincent13031925 Tesla is working as fast as possible to support Tesla owners worldwide.   Sustainable energy affects everyone on Earth, as we all share one atmosphere.",19634,positive
2022-01-11,@ID_AA_Carmack 🤣,3828,positive
2022-01-11,@moxie Accurate,5950,negative
2022-01-11,@cleantechnica Most people have no idea how fast sustainable energy is growing!,36571,negative
2022-01-10,"@APompliano If the alarming collapse in birth rate continues, civilization will indeed die with a whimper in adult diapers",12864,positive
2022-01-10,@lexfridman Mind-blowing that over 80% of humans have a smart phone,37878,positive
2022-01-10,Starship launch &amp; catch tower  https://t.co/5mLIQwwu0k,128156,positive
2022-01-09, https://t.co/uiHoMrpifZ,291881,positive
2022-01-08,"@BLKMDL3 @Tesla It’s our best car ever, along with the Plaid X",23925,positive
2022-01-08,"@WholeMarsBlog It was a mistake to try to use the Elise. In the end, only ~5% of the Elise parts ended up being used. Tesla Roadster is a totally different car.",8297,negative
2022-01-08,@heyitsyashu Monthly subscription price will rise when FSD goes to wide release,3676,positive
2022-01-08,FSD price will rise as we get closer to FSD production code release,29293,positive
2022-01-08,Just in the US,29166,positive
2022-01-08,Tesla FSD price rising to $12k on Jan 17,76089,positive
2022-01-08,@BLKMDL3 Beta 10.9 should be ready in about a week.   Beta 11 with single city/highway software stack &amp; many other architectural upgrades probably next month.,5842,negative
2022-01-07,Starlinks with “lasers” deployed to orbit  https://t.co/Y1eg9gl7sJ,138740,negative
2022-01-07,@Redicnomad Masters of Doom is a great book,9221,positive
2022-01-06,nice,281336,positive
2022-01-06,@engineers_feed 👍,14817,positive
2022-01-05,@ScottAdamsSays 🤣🤣,7850,positive
2022-01-05,@teslaownersSV Room to improve …,11400,positive
2022-01-05,@engineers_feed Earth should be called Water,85990,positive
2022-01-05,@SawyerMerritt !,8364,positive
2022-01-04, https://t.co/NH4S2wDizC,412733,positive
2022-01-04,@Rainmaker1973 Tonnage to orbit is the more fundamental metric,8714,positive
2022-01-04,@wintonARK Absolutely. This is just bad math.,6870,negative
2022-01-04,@nextspaceflight @BocaChicaGal Yes,4156,positive
2022-01-04,Raptor 2 now operates routinely at 300 bar main chamber pressure,57663,positive
2022-01-03,@jack Reminds me of when I hex edited Ultima V to get out of the final maze,14066,positive
2022-01-03,@ClaudioOmbrella @Tesla @slcuervo @alex_avoigt @ClubTeslaES @teslaownersSV @TeslaSchweiz @TeslaMotorsClub @vaielettrico 🇨🇭Yay Switzerland!! 🇨🇭,4361,positive
2022-01-03,@auren There is no way to be in touch with voters when you’re three generations away from voting age,12097,negative
2022-01-03, https://t.co/LA9hPzVlGx,473548,positive
2022-01-02,Let’s make the roaring 20’s happen!,320206,negative
2022-01-02,Great work by Tesla team worldwide!,66400,positive
2022-01-01,@BLKMDL3 @Tesla 🔥,45708,positive
2022-01-01,@MiFSDBetaTester @WholeMarsBlog 🤣,4126,positive
2022-03-05,"@SpacePadreIsle In a way, this is free QA haha",4609,positive
2022-03-05,@teslaownersSV A beautiful home for life,15517,positive
2022-03-05,@SpacePadreIsle Some Starlink terminals near conflict areas were being jammed for several hours at a time. Our latest software update bypasses the jamming.  Am curious to see what’s next!,8976,negative
2022-03-05,@RationalEtienne @RogerYar Exactly,2812,positive
2022-03-05,"@RogerYar All news sources are partially propaganda, some more than others",44189,positive
2022-03-05,Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint.  Sorry to be a free speech absolutist.,323221,negative
2022-03-05,SpaceX reprioritized to cyber defense &amp; overcoming signal jamming.   Will cause slight delays in Starship &amp; Starlink V2.,86588,negative
2022-03-05,"@MichaelTChiass1 @Cole00708909 Who, me? 🙄",3235,positive
2022-03-05,@ashleevance 🤣,3085,positive
2022-03-05,@GailAlfarATX Exactly,3320,positive
2022-03-05,"And also my sympathies to the great people of Russia, who do not want this",256908,positive
2022-03-05,🇺🇦🇺🇦🇺🇦 Hold Strong Ukraine 🇺🇦🇺🇦🇺🇦,407741,positive
2022-03-05,"Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make up for Russian oil &amp; gas exports.",155764,positive
2022-03-05,"Hate to say it, but we need to increase oil &amp; gas output immediately.   Extraordinary times demand extraordinary measures.",347095,positive
2022-03-05,@RenataKonkoly @MLUKBrandenburg @gigafactory_4 @Gf4Tesla @Gruenheide4futr @Stk_Brandenburg Haha sure :),3621,positive
2022-03-04,@MLUKBrandenburg @gigafactory_4 @Gf4Tesla @Gruenheide4futr @Stk_Brandenburg Ich möchte mich recht herzlich bedanken. Die Zukunft ist sehr spannend! 🇩🇪 🇩🇪,10134,negative
2022-03-04,@waitbutwhy You will be in the future,40900,positive
2022-03-04,@BLKMDL3 !,14769,positive
2022-03-04,@teslaownersSV @tobyliiiiiiiiii Game on,11749,positive
2022-03-04,"@tobyliiiiiiiiii Almost all Viasat Ukraine user terminals were rendered permanently unusable by a Russian cyberattack on day of invasion, so … yes",9109,positive
2022-03-04,"@shortword @eddyiskongz Yes, provided no metal particles in paint",8541,positive
2022-03-03,@eddyiskongz Place light camouflage over antenna to avoid visual detection,19147,positive
2022-03-03,@eddyiskongz Turn on Starlink only when needed and place antenna away as far away from people as possible,39451,negative
2022-03-03,"Important warning: Starlink is the only non-Russian communications system still working in some parts of Ukraine, so probability of being targeted is high. Please use with caution.",358072,positive
2022-03-03,"@Teslarati @ResidentSponge In class action lawsuits, the actual plaintiff is always the class action law firm. They just find someone willing to serve as a puppet to “represent the class”.",12317,negative
2022-03-03,"@FedorovMykhailo @SpaceX @SpaceXStarlink @Honda @ChampionGen @westinghouse @DuroMaxPower Updating software to reduce peak power consumption, so Starlink can be powered from car cigarette lighter.  Mobile roaming enabled, so phased array antenna can maintain signal while on moving vehicle.",55353,negative
2022-03-03,@SpaceX 🇺🇸🇺🇸  American Broomstick  🇺🇸🇺🇸  https://t.co/r2hJvFQosS,74990,positive
2022-03-03,"@WhatsupFranks @Teslarati @ResidentSponge Yeah, maybe 98",1980,positive
2022-03-03,@Teslarati @ResidentSponge This old YouTube clip helps explain why former UAW members who work at Tesla are not huge fans of UAW  https://t.co/dncVvZrkoL,3387,positive
2022-03-03,@OwenSparks_ @ICannot_Enough @genesimmons @JoeBiden Yes,3950,positive
2022-03-03,"@ICannot_Enough @genesimmons @JoeBiden By the way, Tesla factory worker compensation is the highest in the auto industry  https://t.co/Peo3qtYc5D",5478,positive
2022-03-03,"@ICannot_Enough @genesimmons @JoeBiden Our real challenge is Bay Area has negative unemployment, so if we don’t treat and compensate our (awesome) people well, they have many other offers and will just leave!  I’d like hereby to invite UAW to hold a union vote at their convenience. Tesla will do nothing to stop them.",6840,positive
2022-03-03,@TheBabylonBee 🤣,14492,positive
2022-03-03,"@genesimmons @JoeBiden Actually, we still operate our California factory, which is the largest auto plant in North America, at full capacity and are considering expanding it significantly.  It has built 2/3 of all electric vehicles in North America, twice as much as all other carmakers combined.",53013,negative
2022-03-03,@katlinegrey @Rogozin Ukraine civilian Internet was experiencing strange outages – bad weather perhaps? – so SpaceX is helping fix it,32276,positive
2022-03-03,"@FedorovMykhailo @Brian_J_Berger @SpaceX @SpaceXStarlink @Honda @ChampionGen @westinghouse @DuroMaxPower @W__Home Solar area will need to be higher with obscuration, but works better than one might think",7774,positive
2022-03-02,"@FedorovMykhailo @Brian_J_Berger @SpaceX @SpaceXStarlink @Honda @ChampionGen @westinghouse @DuroMaxPower Solar panels + battery pack better than generator, as no heat signature or smoke &amp; doesn’t run out of fuel",14236,negative
2022-03-02,"@WholeMarsBlog We could’ve made a 600 mile Model S 12 months ago, but that would’ve made the product worse imo, as 99.9% of time you’d be carrying unneeded battery mass, which makes acceleration, handling &amp; efficiency worse. Even our 400+ mile range car is more than almost anyone will use.",22215,negative
2022-03-02,"@teslaownersSV 🤣🤣 That was me tweeting from @SpaceX when someone else had snatched my name.   I was actually one of the earliest Twitter users, but dropped my account because people were tweeting such trivialities at first. @westcoastbill convinced me to get back in.",25779,positive
2022-03-02,@WholeMarsBlog The probability of Tesla dying in 2008/2009 was very high. We closed our financing round at 6pm on Dec 24th – the last working hour of the last day before Tesla would otherwise bounce payroll.,5880,positive
2022-03-02,"@JasonDanheiser @WholeMarsBlog @28delayslater Self-driving cars &amp; useful humanoid robots require a sophisticated understanding of reality. I am increasingly convinced that they are on the path to solving AGI.   Should AGI be solved? I don’t know, but humanity is moving rapidly in this direction whether I like it or not.",5430,negative
2022-03-02,"@RealLifeLore22 Pretty good summary, although national pride is underweighted relative to economics. Latter serves former, not other way around.   The foundational issue imo, which this video doesn’t ignore, is low birth rate. After all, what good is land with no people?",8483,negative
2022-03-02,@dogesuppporteam @CarlosS74671189 @JoeBiden .@McDonalds,9167,positive
2022-03-02,@MSNBC Saints Row IV was sickkk,3843,negative
2022-03-02,@MSNBC Saints Row  https://t.co/bWWiGAhw41,7548,negative
2022-03-02,"@_bennettm_ @RyanZohoury @JoeBiden Well, I do have multiple personality disorder, but they’re all technically in the same head",71546,positive
2022-03-02,@DBurkland Investigating,5121,negative
2022-03-02,"@JoeBiden Tesla has created over 50,000 US jobs building electric vehicles &amp; is investing more than double GM + Ford combined  [fyi to person controlling this twitter]",270836,positive
2022-03-02,"@teslaownersSV @WholeMarsBlog Our primary challenge is affordability. Creating an expensive truck is relatively easy.   If it is extremely hard to do so for Tesla, despite our much greater economies of scale &amp; better technology, then it is damn near impossible for others.",8803,negative
2022-03-02,@WholeMarsBlog He plays golf a lot,2830,positive
2022-03-02,"@WholeMarsBlog @Teslarati @KlenderJoey Saudi Arabia owns 2/3 of Lucid, so inevitable",4609,negative
2022-03-02,@Teslarati @KlenderJoey Their negative gross margin will be staggering,7462,negative
2022-03-02,"@ICannot_Enough @Model3Owners Coming soon, if you want your car to make a loud farting sound from the external speaker, just say “Fart in their general direction!”",8115,negative
2022-03-02,"@GerberKawasaki @ICannot_Enough @Model3Owners All cars made since November also have push center for horn – just waiting on firmware update. If you mash right side of yoke with your palm, horn will trigger.",3198,negative
2022-03-02,"@Liv_Boeree If your war technology level is far higher than your opponent, tactics don’t matter: source_not_found",7064,negative
2022-03-02,@ICannot_Enough @Model3Owners Swipe down on navigate button to navigate home or to work if at home,3977,negative
2022-03-01,"@DriveTeslaca Depends on what issues we see that are unique to Canada. If things are looking good, then we can lower the safety score threshold.",9916,positive
2022-03-01,@FedorovMykhailo You are most welcome,249466,positive
2022-02-27,@FedorovMykhailo Starlink service is now active in Ukraine. More terminals en route.,830582,positive
2022-02-26,@Space_Pete Good thread,16995,positive
2022-02-26,@tes1m211 @Rogozin Yes,23134,positive
2022-02-26,@Rogozin  https://t.co/4kRJyp0FOv,70253,positive
2022-02-26,@dlauer Would be a good move. Needs to include put options &amp; synthetic shorts.,16035,positive
2022-02-25,@SpaceX Successful Starlink deploy  https://t.co/ChUh6JWaQd,36880,positive
2022-02-25,@DriveTeslaca We’ve had about 60 or so cars testing internally in Canada. Hoping to go wider this weekend.,9473,negative
2022-02-25,"@teslaownersSV @SpaceX Starlink is a little patchy to Tonga right now, but will improve dramatically as laser inter-satellite links activate",7137,positive
2022-02-25,@SciGuySpace Yes,10004,positive
2022-02-25,@ICannot_Enough @WholeMarsBlog 🤣,3799,positive
2022-02-25,"@WholeMarsBlog LIDAR is a seductive local maximum. SpaceX designed &amp; built them to dock with ISS.  However, the road system was designed to work with biological neural nets &amp; eyes, so a general solution to self-driving necessarily will require silicon neural nets &amp; cameras.  Real-world AI.",6544,positive
2022-02-25,@CryptoWhale @Gfilche Protagonists created over half a century ago don’t count,3637,negative
2022-02-25,@moxie Signal is the least insecure messaging service,4065,positive
2022-02-25,@Gfilche Hollywood refuses to write even one story about an actual company startup where the CEO isn’t a dweeb and/or evil,10935,positive
2022-02-25,@teslaownersSV @moxie Just iMessage &amp; Signal,4083,negative
2022-02-25,@A7imd Me too,4212,positive
2022-02-25,"@moxie Actual question, not rhetorical",2164,positive
2022-02-25,@moxie Are you sure Signal is secure?,3461,negative
2022-02-25,@vgdunkey 🤣,12508,positive
2022-02-23,"@TSLAFanMtl @DoctorJack16 I didn’t start the fight, but I will finish it.",33279,positive
2022-02-23,@DoctorJack16 Building a case is exactly what I’ve been doing,32043,positive
2022-02-23,@ziqi37 @teslaownersSV @SECGov Exactly,5596,positive
2022-02-23,@Rainmaker1973 @gunsnrosesgirl3 Would be cool if we are backed up somehow,9105,positive
2022-02-23,@WholeMarsBlog Yeah,8201,positive
2022-02-23,"@WholeMarsBlog @moneymik3420 @jack @gdb Yeah, definitely don’t use C unless optimizing for hardware performance!",3502,positive
2022-02-23,"@jack @gdb I’m a fan of Rust. Clearly scales well, given that Discord uses it.  For max performance, however, nothing beats tight C with a customized compiler on specialized hardware. Important for max frame rate on vehicle inference computer.  Otherwise, we mostly use C++ &amp; Python.",10989,positive
